Date,Primary Type,Arrest,Location Description,Latitude,Longitude,Year,Month,Hour
11/27/2024 09:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.998689453,-87.686251856,2024,11,21
03/19/2025 09:30:00 PM,DECEPTIVE PRACTICE,False,APARTMENT,41.794828373,-87.580442725,2025,3,21
12/10/2024 01:30:00 AM,CRIMINAL DAMAGE,False,CONVENIENCE STORE,41.922587261,-87.644764322,2024,12,1
08/19/2025 11:06:00 AM,THEFT,False,SMALL RETAIL STORE,41.939300241,-87.711739358,2025,8,11
11/08/2024 02:30:00 AM,ASSAULT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.834690813,-87.613705645,2024,11,2
11/07/2024 03:30:00 PM,THEFT,False,STREET,41.799676677,-87.729473264,2024,11,15
05/27/2025 06:10:00 PM,CRIMINAL TRESPASS,True,GAS STATION,41.692576964,-87.623786349,2025,5,18
07/07/2024 06:00:00 PM,THEFT,False,STREET,41.762800086,-87.601295784,2024,7,18
04/08/2025 08:19:00 AM,NARCOTICS,True,CTA STATION,41.885741029,-87.631711749,2025,4,8
07/25/2024 11:50:00 PM,THEFT,False,DRUG STORE,41.852198325,-87.674377204,2024,7,23
11/24/2024 12:00:00 PM,THEFT,False,SMALL RETAIL STORE,41.895226353,-87.634164316,2024,11,12
12/25/2025 01:00:00 PM,ASSAULT,False,RESTAURANT,41.830878612,-87.676856185,2025,12,13
02/06/2025 06:09:00 PM,BATTERY,False,STREET,41.708187671,-87.639223383,2025,2,18
08/31/2024 09:00:00 AM,BATTERY,True,APARTMENT,41.769490364,-87.683373357,2024,8,9
02/28/2025 03:05:00 PM,THEFT,False,DEPARTMENT STORE,41.802101704,-87.587747851,2025,2,15
06/19/2024 12:00:00 AM,CRIMINAL DAMAGE,False,RESIDENCE - GARAGE,41.763892341,-87.571332987,2024,6,0
10/23/2025 01:00:00 AM,NARCOTICS,True,CASINO/GAMBLING ESTABLISHMENT,41.892694698,-87.626750816,2025,10,1
05/19/2025 09:00:00 PM,CRIMINAL DAMAGE,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.87178962,-87.633564301,2025,5,21
09/30/2025 09:20:00 AM,THEFT,False,FIRE STATION,41.852839152,-87.632882632,2025,9,9
06/27/2025 09:16:00 AM,BATTERY,False,STREET,41.754169585,-87.599194924,2025,6,9
07/04/2024 02:07:00 PM,WEAPONS VIOLATION,True,STREET,41.737046106,-87.576505118,2024,7,14
11/25/2025 04:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.792966942,-87.697441646,2025,11,16
02/25/2025 09:00:00 AM,CRIMINAL DAMAGE,False,STREET,41.890102243,-87.625997111,2025,2,9
10/31/2025 11:20:00 PM,BATTERY,False,APARTMENT,41.987030347,-87.660173584,2025,10,23
05/26/2025 01:30:00 AM,BATTERY,False,RESIDENCE,41.918501461,-87.77187638,2025,5,1
07/16/2025 07:20:00 PM,NARCOTICS,True,STREET,41.858885919,-87.723017445,2025,7,19
03/28/2025 08:52:00 AM,BATTERY,False,DEPARTMENT STORE,41.88233367,-87.627841791,2025,3,8
12/02/2024 07:00:00 AM,BURGLARY,False,APARTMENT,41.989911777,-87.809085354,2024,12,7
04/11/2025 07:20:00 PM,CRIMINAL DAMAGE,False,APARTMENT,41.939290467,-87.658952119,2025,4,19
02/19/2025 05:10:00 PM,BURGLARY,False,APARTMENT,41.979350399,-87.713983304,2025,2,17
01/29/2025 02:05:00 PM,CRIMINAL TRESPASS,True,CTA PLATFORM,41.868165405,-87.62743954,2025,1,14
06/13/2024 11:00:00 AM,THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.736411421,-87.620589127,2024,6,11
10/18/2025 10:04:00 PM,OTHER OFFENSE,False,APARTMENT,41.746701328,-87.616418753,2025,10,22
08/25/2025 10:00:00 AM,BURGLARY,False,STREET,41.983976665,-87.689461,2025,8,10
02/25/2025 11:00:00 AM,DECEPTIVE PRACTICE,False,APARTMENT,41.987425339,-87.690790882,2025,2,11
01/02/2025 02:04:00 PM,CRIMINAL TRESPASS,False,LIBRARY,41.975686228,-87.713860671,2025,1,14
07/04/2024 03:15:00 PM,THEFT,True,SMALL RETAIL STORE,41.86821682,-87.6304532,2024,7,15
09/11/2025 02:30:00 PM,DECEPTIVE PRACTICE,False,APARTMENT,41.909911635,-87.635664641,2025,9,14
11/05/2024 12:30:00 PM,BATTERY,False,SIDEWALK,41.743530882,-87.682693504,2024,11,12
09/29/2025 11:00:00 AM,DECEPTIVE PRACTICE,False,RESIDENCE,41.753045899,-87.550370199,2025,9,11
01/13/2026 09:44:00 AM,ASSAULT,False,SMALL RETAIL STORE,41.875254895,-87.627618559,2026,1,9
09/08/2025 02:10:00 PM,BATTERY,False,SCHOOL - PUBLIC BUILDING,41.911864905,-87.712512617,2025,9,14
06/16/2024 12:24:00 PM,THEFT,False,DEPARTMENT STORE,41.877822179,-87.655181405,2024,6,12
05/28/2025 12:30:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.929887298,-87.78322035,2025,5,0
06/26/2025 01:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.757072753,-87.646635413,2025,6,13
06/21/2025 09:30:00 AM,ASSAULT,False,STREET,41.870975935,-87.703986513,2025,6,9
08/30/2025 04:00:00 PM,BATTERY,False,STREET,41.92055312,-87.693512534,2025,8,16
07/22/2024 02:28:00 AM,CRIMINAL DAMAGE,False,VEHICLE NON-COMMERCIAL,41.859161423,-87.64551492,2024,7,2
01/27/2025 03:30:00 PM,THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.886474825,-87.630991264,2025,1,15
04/26/2025 02:19:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.901324508,-87.723822,2025,4,2
06/25/2025 11:22:00 AM,OTHER OFFENSE,False,APARTMENT,41.744278483,-87.647500963,2025,6,11
07/02/2024 07:50:00 PM,BATTERY,False,RESIDENCE,41.877354956,-87.702737894,2024,7,19
09/01/2025 12:00:00 AM,OTHER OFFENSE,False,STREET,41.917527333,-87.759127947,2025,9,0
02/14/2025 03:00:00 AM,OTHER OFFENSE,False,NURSING / RETIREMENT HOME,41.834155131,-87.623318288,2025,2,3
04/01/2025 06:00:00 PM,THEFT,False,OTHER (SPECIFY),41.932738656,-87.648061971,2025,4,18
03/04/2025 09:29:00 PM,OTHER OFFENSE,True,STREET,41.744472702,-87.660859117,2025,3,21
01/17/2026 10:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.894787565,-87.690574309,2026,1,10
06/17/2025 06:25:00 PM,CRIMINAL DAMAGE,True,POLICE FACILITY / VEHICLE PARKING LOT,41.837489008,-87.646264459,2025,6,18
10/05/2024 07:00:00 PM,THEFT,False,STREET,41.885931086,-87.648650553,2024,10,19
11/06/2024 08:34:00 PM,CRIMINAL DAMAGE,False,COMMERCIAL / BUSINESS OFFICE,41.947057637,-87.766799377,2024,11,20
09/02/2025 12:45:00 PM,MOTOR VEHICLE THEFT,True,STREET,41.763946811,-87.576251377,2025,9,12
08/15/2024 11:40:00 AM,BATTERY,True,RESIDENCE,41.945158115,-87.812470013,2024,8,11
08/03/2024 04:15:00 PM,BATTERY,False,RESIDENCE,41.661627748,-87.642947781,2024,8,16
12/27/2025 03:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.795645855,-87.774592875,2025,12,3
02/11/2025 12:00:00 AM,DECEPTIVE PRACTICE,False,STREET,41.823559787,-87.637714542,2025,2,0
04/07/2025 03:26:00 PM,BATTERY,False,SIDEWALK,41.778465574,-87.728862044,2025,4,15
11/12/2024 07:40:00 AM,OFFENSE INVOLVING CHILDREN,False,SIDEWALK,41.732780038,-87.588044497,2024,11,7
10/29/2024 10:00:00 AM,THEFT,False,APARTMENT,41.898922677,-87.732032344,2024,10,10
08/02/2024 06:25:00 AM,BATTERY,True,CHA APARTMENT,41.654129358,-87.605015866,2024,8,6
08/03/2024 11:06:00 PM,ASSAULT,True,STREET,41.89811722,-87.728631238,2024,8,23
06/16/2024 10:00:00 PM,ASSAULT,False,STREET,41.765577724,-87.570151067,2024,6,22
10/27/2025 11:22:00 AM,BATTERY,False,STREET,41.876396396,-87.630734438,2025,10,11
11/16/2024 10:30:00 AM,CRIMINAL DAMAGE,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.941748603,-87.668718084,2024,11,10
08/22/2024 05:24:00 AM,HOMICIDE,False,AUTO,41.951416839,-87.670205767,2024,8,5
07/22/2025 05:30:00 PM,ASSAULT,False,VACANT LOT / LAND,41.862916767,-87.709649309,2025,7,17
12/23/2025 04:57:00 PM,THEFT,False,CONVENIENCE STORE,41.968763818,-87.688661831,2025,12,16
07/07/2024 05:00:00 AM,BATTERY,True,APARTMENT,41.888898067,-87.712455925,2024,7,5
10/02/2024 09:00:00 AM,CRIMINAL DAMAGE,False,STREET,41.976488051,-87.841540256,2024,10,9
01/31/2026 06:15:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.77583671,-87.782379426,2026,1,18
08/11/2024 03:48:00 AM,BATTERY,True,STREET,41.903400522,-87.62997193,2024,8,3
10/24/2025 06:14:00 AM,THEFT,False,SMALL RETAIL STORE,41.953443342,-87.744957048,2025,10,6
03/12/2025 11:55:00 AM,THEFT,False,COMMERCIAL / BUSINESS OFFICE,41.975370867,-87.745744527,2025,3,11
03/14/2025 04:07:00 AM,CRIMINAL DAMAGE,False,APARTMENT,41.879192083,-87.713548684,2025,3,4
12/09/2025 12:13:00 AM,OTHER OFFENSE,False,RESIDENCE,41.709465637,-87.633646512,2025,12,0
07/11/2025 08:41:00 PM,CRIMINAL DAMAGE,False,COMMERCIAL / BUSINESS OFFICE,41.829873505,-87.641208999,2025,7,20
01/09/2025 06:00:00 PM,THEFT,False,STREET,41.889260507,-87.644630215,2025,1,18
11/04/2025 04:30:00 AM,BURGLARY,False,APARTMENT,41.773227417,-87.596847706,2025,11,4
06/22/2024 01:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.837529939,-87.635302767,2024,6,1
05/28/2025 06:30:00 PM,THEFT,False,RESIDENCE - GARAGE,41.976975566,-87.657830171,2025,5,18
09/25/2024 03:00:00 PM,THEFT,False,STREET,41.896637081,-87.68810952,2024,9,15
07/05/2025 07:35:00 AM,ASSAULT,False,VACANT LOT / LAND,41.853838924,-87.699155196,2025,7,7
08/31/2024 07:45:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.658635903,-87.617297524,2024,8,19
04/07/2025 09:51:00 AM,BATTERY,False,APARTMENT,41.811745647,-87.632739943,2025,4,9
07/29/2024 01:00:00 PM,THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.970642017,-87.646280548,2024,7,13
06/13/2024 01:54:00 PM,NARCOTICS,True,PARK PROPERTY,41.842007212,-87.620779989,2024,6,13
12/04/2025 10:52:00 PM,OTHER OFFENSE,True,STREET,41.721223961,-87.661984362,2025,12,22
09/20/2024 04:41:00 PM,THEFT,False,SMALL RETAIL STORE,41.994019837,-87.713281946,2024,9,16
04/16/2025 10:40:00 PM,ROBBERY,False,APARTMENT,41.768413526,-87.623376516,2025,4,22
10/22/2024 06:43:00 PM,OTHER OFFENSE,False,APARTMENT,41.893844693,-87.770799522,2024,10,18
08/24/2024 03:05:00 AM,BURGLARY,False,STREET,41.813190582,-87.685833339,2024,8,3
07/23/2025 02:30:00 PM,CRIMINAL DAMAGE,False,STREET,41.90885825,-87.646656908,2025,7,14
10/08/2025 12:03:00 PM,OTHER OFFENSE,False,GOVERNMENT BUILDING / PROPERTY,41.883659738,-87.632421239,2025,10,12
02/18/2025 05:30:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.878948166,-87.663743676,2025,2,17
09/19/2024 01:09:00 PM,THEFT,True,GROCERY FOOD STORE,42.019399237,-87.675049485,2024,9,13
11/07/2024 11:45:00 AM,BURGLARY,False,APARTMENT,41.777838294,-87.615566126,2024,11,11
11/26/2024 01:00:00 AM,THEFT,False,STREET,41.970514578,-87.683301088,2024,11,1
02/05/2025 12:06:00 PM,THEFT,False,RESIDENCE - PORCH / HALLWAY,41.678348206,-87.67508119,2025,2,12
08/09/2024 09:00:00 AM,ROBBERY,False,STREET,41.874534123,-87.711339218,2024,8,9
09/07/2024 02:00:00 AM,THEFT,False,STREET,41.90316534,-87.629210442,2024,9,2
07/28/2025 07:00:00 PM,THEFT,False,STREET,41.929462945,-87.696352419,2025,7,19
10/26/2025 01:30:00 PM,THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.972359593,-87.728142793,2025,10,13
06/10/2025 11:34:00 PM,CRIMINAL DAMAGE,True,APARTMENT,41.911910434,-87.709268107,2025,6,23
01/13/2026 08:30:00 AM,THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.975368669,-87.745851197,2026,1,8
08/05/2024 12:00:00 AM,THEFT,False,APARTMENT,41.97887761,-87.657883624,2024,8,0
04/08/2025 06:58:00 PM,NARCOTICS,True,SIDEWALK,41.889533559,-87.749374451,2025,4,18
04/20/2025 07:12:00 AM,NARCOTICS,True,PARKING LOT / GARAGE (NON RESIDENTIAL),41.75033427,-87.665045312,2025,4,7
09/14/2025 05:48:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.927258342,-87.663389391,2025,9,5
07/14/2025 06:30:00 PM,CRIMINAL TRESPASS,False,LIBRARY,41.721081054,-87.671886997,2025,7,18
01/29/2025 06:00:00 AM,CRIMINAL DAMAGE,False,STREET,41.847154512,-87.714867318,2025,1,6
09/30/2025 12:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.996309691,-87.693497382,2025,9,0
09/25/2025 06:29:00 AM,BATTERY,False,SIDEWALK,41.799197912,-87.587271736,2025,9,6
05/25/2025 10:35:00 AM,CRIMINAL TRESPASS,True,SMALL RETAIL STORE,41.939262335,-87.71335694,2025,5,10
02/24/2025 08:00:00 AM,OTHER OFFENSE,False,RESIDENCE,41.882124526,-87.655539856,2025,2,8
08/10/2024 12:24:00 PM,BATTERY,False,STREET,41.89540929,-87.72149816,2024,8,12
06/26/2025 02:38:00 PM,OTHER OFFENSE,True,STREET,41.709133765,-87.614118854,2025,6,14
09/11/2024 02:25:00 PM,CRIMINAL TRESPASS,True,GROCERY FOOD STORE,41.811081649,-87.723706204,2024,9,14
11/23/2024 05:00:00 PM,CRIMINAL DAMAGE,False,RESIDENCE,41.969223116,-87.803684041,2024,11,17
03/19/2025 04:30:00 PM,THEFT,False,VEHICLE - COMMERCIAL,41.908186933,-87.715435785,2025,3,16
02/11/2025 09:30:00 PM,THEFT,False,RESTAURANT,41.893223483,-87.63153437,2025,2,21
10/30/2025 07:00:00 AM,BATTERY,False,CHA APARTMENT,41.65803116,-87.597587155,2025,10,7
09/01/2025 01:24:00 PM,THEFT,True,DEPARTMENT STORE,41.882470918,-87.627847625,2025,9,13
11/03/2024 05:55:00 PM,ASSAULT,False,SMALL RETAIL STORE,41.80950879,-87.608371773,2024,11,17
06/07/2025 02:30:00 AM,CRIMINAL DAMAGE,False,STREET,41.879225851,-87.646636417,2025,6,2
07/11/2024 10:40:00 AM,ASSAULT,False,RESTAURANT,41.874192812,-87.667119921,2024,7,10
02/25/2025 12:00:00 PM,CRIMINAL DAMAGE,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.986989467,-87.840745861,2025,2,12
05/12/2025 09:34:00 AM,BATTERY,False,APARTMENT,41.862859101,-87.624050746,2025,5,9
04/17/2025 04:00:00 PM,ASSAULT,False,APARTMENT,41.794705624,-87.621894587,2025,4,16
06/20/2024 09:26:00 AM,DECEPTIVE PRACTICE,False,APARTMENT,41.939133547,-87.661206839,2024,6,9
01/17/2025 12:00:00 AM,DECEPTIVE PRACTICE,False,APARTMENT,41.967803073,-87.654805207,2025,1,0
12/03/2025 08:00:00 AM,BATTERY,False,STREET,41.777972797,-87.742277863,2025,12,8
04/13/2025 11:16:00 AM,BATTERY,True,APARTMENT,41.866491697,-87.771707554,2025,4,11
09/14/2024 05:00:00 PM,THEFT,False,STREET,41.873395705,-87.729418745,2024,9,17
12/18/2024 12:00:00 AM,OTHER OFFENSE,False,RESIDENCE,41.718060932,-87.575251788,2024,12,0
01/26/2026 07:30:00 PM,CRIMINAL DAMAGE,False,APARTMENT,41.900546929,-87.633632427,2026,1,19
11/11/2024 12:38:00 AM,BATTERY,True,APARTMENT,41.773161684,-87.66039823,2024,11,0
01/02/2025 03:30:00 PM,THEFT,False,APARTMENT,41.777830892,-87.773108721,2025,1,15
11/08/2024 10:00:00 PM,THEFT,False,RESIDENCE,41.955886041,-87.741820632,2024,11,22
06/07/2025 07:00:00 PM,THEFT,False,STREET,41.863196881,-87.614817819,2025,6,19
08/12/2024 04:17:00 PM,BATTERY,True,SMALL RETAIL STORE,41.86821682,-87.6304532,2024,8,16
02/25/2025 12:30:00 AM,BATTERY,False,APARTMENT,41.882880585,-87.698023476,2025,2,0
03/27/2025 07:00:00 AM,CRIMINAL DAMAGE,False,APARTMENT,41.825707324,-87.613465042,2025,3,7
01/07/2026 10:39:00 AM,DECEPTIVE PRACTICE,False,APARTMENT,41.992344433,-87.679875009,2026,1,10
12/13/2024 03:00:00 PM,THEFT,False,RESIDENCE - PORCH / HALLWAY,41.906467864,-87.707616563,2024,12,15
05/28/2025 03:20:00 PM,ROBBERY,False,CTA BUS,41.866644572,-87.666379591,2025,5,15
05/19/2025 07:22:00 PM,BATTERY,False,APARTMENT,41.8959115,-87.729798022,2025,5,19
12/11/2024 10:30:00 AM,BATTERY,False,APARTMENT,41.763961584,-87.56647911,2024,12,10
11/15/2024 05:47:00 PM,THEFT,False,APARTMENT,41.803181616,-87.585432024,2024,11,17
04/27/2025 12:44:00 PM,ASSAULT,False,CTA BUS,41.684809877,-87.642147208,2025,4,12
12/02/2024 04:30:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.65474167,-87.551993727,2024,12,4
02/14/2025 09:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.749215266,-87.554063036,2025,2,9
08/06/2025 12:08:00 PM,THEFT,False,RESIDENCE,41.807726536,-87.605574883,2025,8,12
08/22/2024 01:00:00 PM,THEFT,False,RESIDENCE - PORCH / HALLWAY,41.881099291,-87.693032309,2024,8,13
10/14/2024 08:47:00 PM,OTHER OFFENSE,True,STREET,41.906187671,-87.72648318,2024,10,20
10/23/2025 08:20:00 PM,CRIMINAL DAMAGE,False,RESIDENCE,41.88118917,-87.733043229,2025,10,20
12/14/2024 03:58:00 PM,THEFT,False,SMALL RETAIL STORE,41.732821527,-87.585560041,2024,12,15
10/03/2024 06:00:00 PM,MOTOR VEHICLE THEFT,False,VEHICLE NON-COMMERCIAL,41.934838951,-87.703829477,2024,10,18
05/17/2025 06:50:00 PM,BATTERY,False,STREET,41.852908491,-87.710161318,2025,5,18
12/02/2025 08:48:00 PM,ROBBERY,False,SIDEWALK,41.750935666,-87.563794018,2025,12,20
06/24/2025 04:03:00 PM,BATTERY,True,PARKING LOT / GARAGE (NON RESIDENTIAL),41.910652354,-87.666101686,2025,6,16
11/03/2025 09:30:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.769691632,-87.58689157,2025,11,21
03/04/2025 11:18:00 AM,THEFT,False,OTHER (SPECIFY),41.865062409,-87.625777568,2025,3,11
04/05/2025 01:00:00 AM,DECEPTIVE PRACTICE,False,SIDEWALK,41.893541578,-87.629701805,2025,4,1
08/10/2025 05:52:00 PM,THEFT,False,DEPARTMENT STORE,41.680692908,-87.662446079,2025,8,17
10/03/2024 09:34:00 AM,BATTERY,False,CTA BUS,41.779545315,-87.659062937,2024,10,9
10/07/2024 06:25:00 PM,THEFT,False,PARK PROPERTY,41.890756989,-87.636133879,2024,10,18
10/10/2025 10:40:00 AM,OTHER OFFENSE,True,GAS STATION,41.750005014,-87.673125651,2025,10,10
08/29/2024 06:35:00 AM,THEFT,False,CONVENIENCE STORE,41.881950166,-87.633335938,2024,8,6
09/10/2025 09:15:00 AM,ASSAULT,True,PARKING LOT / GARAGE (NON RESIDENTIAL),41.931582515,-87.742747165,2025,9,9
11/07/2024 10:30:00 PM,THEFT,False,STREET,41.810621683,-87.728581834,2024,11,22
08/19/2025 10:30:00 AM,THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.98431626,-87.709212526,2025,8,10
01/26/2025 04:00:00 PM,CRIMINAL DAMAGE,False,RESIDENCE - YARD (FRONT / BACK),41.726955496,-87.581554426,2025,1,16
12/12/2024 11:38:00 AM,WEAPONS VIOLATION,True,STREET,41.858213965,-87.704772409,2024,12,11
10/08/2025 10:30:00 AM,THEFT,True,DEPARTMENT STORE,41.695908161,-87.595822806,2025,10,10
04/26/2025 06:30:00 PM,BATTERY,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.887129616,-87.754255061,2025,4,18
10/10/2025 11:00:00 AM,OTHER OFFENSE,False,RESIDENCE,41.710909342,-87.565758553,2025,10,11
09/05/2025 03:00:00 PM,DECEPTIVE PRACTICE,False,OTHER (SPECIFY),41.916894893,-87.749084663,2025,9,15
08/26/2025 06:09:00 PM,BATTERY,True,SIDEWALK,41.731041456,-87.613211419,2025,8,18
06/27/2024 11:04:00 PM,THEFT,False,RESTAURANT,41.901639684,-87.62833826,2024,6,23
02/24/2025 07:32:00 PM,ROBBERY,False,SIDEWALK,41.724353822,-87.631437275,2025,2,19
07/23/2024 12:00:00 AM,SEX OFFENSE,False,RESIDENCE,41.75449139,-87.57605099,2024,7,0
07/30/2024 09:23:00 PM,WEAPONS VIOLATION,True,STREET,41.881655919,-87.719587649,2024,7,21
09/30/2025 12:40:00 PM,BATTERY,False,APARTMENT,41.898522855,-87.634275284,2025,9,12
11/23/2024 12:01:00 PM,MOTOR VEHICLE THEFT,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.758659689,-87.683079488,2024,11,12
07/30/2024 12:00:00 PM,THEFT,False,CTA TRAIN,41.721627204,-87.624485177,2024,7,12
08/15/2025 12:05:00 PM,BATTERY,False,RESIDENCE - PORCH / HALLWAY,41.881858277,-87.724091496,2025,8,12
09/22/2024 03:00:00 PM,ROBBERY,False,ALLEY,41.745889451,-87.663325153,2024,9,15
02/18/2025 08:00:00 PM,THEFT,False,MOVIE HOUSE / THEATER,41.754592961,-87.741528537,2025,2,20
11/08/2025 12:35:00 AM,BATTERY,False,PARKING LOT / GARAGE (NON RESIDENTIAL),41.960478454,-87.767680575,2025,11,0
07/20/2024 12:02:00 PM,THEFT,False,SMALL RETAIL STORE,41.74519462,-87.58583056,2024,7,12
12/13/2024 02:09:00 PM,THEFT,False,VEHICLE - COMMERCIAL,41.794488452,-87.63480185,2024,12,14
08/11/2025 08:15:00 PM,CRIMINAL TRESPASS,True,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,41.974861952,-87.890372151,2025,8,20
10/11/2024 06:00:00 AM,ASSAULT,False,CTA BUS,41.883228644,-87.764961923,2024,10,6
06/21/2025 04:30:00 PM,ASSAULT,False,STREET,41.85102174,-87.618954852,2025,6,16
02/01/2026 02:30:00 AM,BATTERY,False,SIDEWALK,41.946241881,-87.655743334,2026,2,2
01/28/2026 05:00:00 PM,CRIMINAL DAMAGE,False,VEHICLE NON-COMMERCIAL,41.863955517,-87.704374757,2026,1,17
02/27/2025 07:54:00 AM,THEFT,False,CONVENIENCE STORE,41.938151196,-87.796189752,2025,2,7
05/18/2025 05:30:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.749315877,-87.568628671,2025,5,5
06/12/2024 01:00:00 PM,ASSAULT,False,SMALL RETAIL STORE,41.756714109,-87.586085395,2024,6,13
07/21/2024 05:26:00 PM,DECEPTIVE PRACTICE,True,SIDEWALK,41.834199563,-87.664555227,2024,7,17
11/25/2024 06:57:00 AM,MOTOR VEHICLE THEFT,False,VACANT LOT / LAND,41.781645093,-87.597851327,2024,11,6
08/03/2025 09:00:00 AM,MOTOR VEHICLE THEFT,False,VEHICLE NON-COMMERCIAL,41.878462791,-87.772965062,2025,8,9
07/09/2025 11:45:00 AM,DECEPTIVE PRACTICE,False,APARTMENT,41.932629881,-87.65423363,2025,7,11
02/14/2025 05:41:00 PM,THEFT,False,APARTMENT,41.760542233,-87.591564527,2025,2,17
12/20/2024 03:50:00 PM,OTHER OFFENSE,False,SCHOOL - PUBLIC GROUNDS,41.981757163,-87.712477774,2024,12,15
09/30/2025 05:45:00 PM,CRIMINAL DAMAGE,False,STREET,41.961936606,-87.646605717,2025,9,17
12/14/2024 04:11:00 PM,BATTERY,False,RESIDENCE,42.003669302,-87.70687477,2024,12,16
08/08/2024 05:00:00 PM,THEFT,False,APARTMENT,41.780131119,-87.698294419,2024,8,17
01/25/2025 03:10:00 PM,ASSAULT,False,STREET,41.910042443,-87.772736709,2025,1,15
12/14/2024 02:29:00 AM,THEFT,True,APARTMENT,41.763024779,-87.633387493,2024,12,2
09/15/2025 09:15:00 PM,THEFT,False,APARTMENT,41.937100312,-87.649165664,2025,9,21
12/20/2024 11:51:00 PM,BATTERY,False,APARTMENT,41.87972149,-87.728951587,2024,12,23
07/12/2025 08:31:00 PM,DECEPTIVE PRACTICE,True,CTA PLATFORM,41.885481891,-87.627935689,2025,7,20
06/06/2025 02:28:00 PM,BATTERY,False,APARTMENT,41.996308671,-87.703235088,2025,6,14
12/24/2024 02:57:00 PM,BATTERY,False,APARTMENT,41.774322836,-87.596061639,2024,12,14
08/21/2024 09:00:00 PM,THEFT,False,STREET,41.665814864,-87.558853882,2024,8,21
09/21/2025 11:00:00 PM,BURGLARY,False,VEHICLE NON-COMMERCIAL,41.843548964,-87.643164542,2025,9,23
07/13/2025 12:00:00 PM,OTHER OFFENSE,False,APARTMENT,41.867069675,-87.7261961,2025,7,12
09/30/2024 02:00:00 PM,ASSAULT,False,SIDEWALK,41.780725757,-87.640678174,2024,9,14
09/21/2024 06:30:00 AM,CRIMINAL TRESPASS,False,OTHER (SPECIFY),41.876384567,-87.62925113,2024,9,6
01/18/2026 09:00:00 PM,ASSAULT,False,RESIDENCE,41.855794799,-87.715118114,2026,1,21
06/21/2025 01:50:00 AM,CRIMINAL DAMAGE,False,STREET,41.850021857,-87.6996884,2025,6,1
11/09/2024 12:01:00 AM,DECEPTIVE PRACTICE,False,SIDEWALK,41.890013771,-87.631705393,2024,11,0
12/12/2025 09:35:00 AM,THEFT,True,SMALL RETAIL STORE,41.909636288,-87.745300725,2025,12,9
11/22/2024 07:50:00 PM,BATTERY,False,CTA STATION,41.882529537,-87.626223856,2024,11,19
09/13/2024 08:00:00 AM,BATTERY,False,SCHOOL - PUBLIC BUILDING,41.741949408,-87.617054222,2024,9,8
05/12/2025 02:13:00 AM,OTHER OFFENSE,False,STREET,41.84449695,-87.706561883,2025,5,2
09/19/2025 01:15:00 AM,WEAPONS VIOLATION,True,STREET,41.903931222,-87.629249781,2025,9,1
11/25/2025 06:11:00 PM,CRIMINAL DAMAGE,False,STREET,41.857221769,-87.642859706,2025,11,18
12/22/2024 08:51:00 PM,ROBBERY,False,CTA BUS,41.766062204,-87.683279663,2024,12,20
08/08/2025 07:05:00 AM,THEFT,True,COMMERCIAL / BUSINESS OFFICE,41.889247998,-87.669534342,2025,8,7
07/06/2025 08:28:00 PM,OTHER OFFENSE,True,STREET,41.912079145,-87.745932263,2025,7,20
05/18/2025 07:19:00 PM,CRIMINAL TRESPASS,True,HOSPITAL BUILDING / GROUNDS,41.936335635,-87.650710119,2025,5,19
12/28/2024 08:52:00 PM,CRIMINAL DAMAGE,True,STREET,41.880279732,-87.735464314,2024,12,20
07/01/2024 07:30:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.74862025,-87.657737581,2024,7,19
07/14/2025 06:30:00 AM,CRIMINAL DAMAGE,False,STREET,41.763806696,-87.565476623,2025,7,6
