Date,Primary Type,Arrest,Location Description,Latitude,Longitude,Year,Month,Hour
06/06/2006 12:00:00 PM,DECEPTIVE PRACTICE,False,PARKING LOT/GARAGE(NON.RESID.),41.778135022,-87.757469412,2006,6,12
08/16/2006 07:55:00 AM,DECEPTIVE PRACTICE,True,STREET,41.768544352,-87.664383471,2006,8,7
11/07/2006 08:00:00 PM,THEFT,False,VEHICLE NON-COMMERCIAL,41.740915815,-87.638673175,2006,11,20
02/07/2007 08:55:00 AM,THEFT,False,RESIDENCE,41.711496515,-87.674516038,2007,2,8
11/07/2006 10:30:00 AM,THEFT,True,SMALL RETAIL STORE,41.683585652,-87.642105397,2006,11,10
10/09/2006 05:53:28 PM,THEFT,False,APARTMENT,41.999699467,-87.688717564,2006,10,17
05/14/2006 09:15:00 AM,ROBBERY,False,RESIDENCE,41.748496851,-87.666207718,2006,5,9
02/02/2007 01:30:00 PM,BATTERY,False,RESIDENCE,41.719094401,-87.658709909,2007,2,13
11/07/2006 01:40:00 PM,ASSAULT,False,SIDEWALK,41.756189764,-87.579754675,2006,11,13
08/25/2006 03:18:00 AM,BATTERY,False,SIDEWALK,41.883936976,-87.683287039,2006,8,3
07/09/2006 11:15:00 AM,THEFT,False,DEPARTMENT STORE,41.883500187,-87.627876698,2006,7,11
10/15/2006 12:01:00 AM,CRIMINAL DAMAGE,False,STREET,42.021126777,-87.667214932,2006,10,0
05/08/2006 12:00:00 PM,THEFT,False,RESTAURANT,41.885191719,-87.624486846,2006,5,12
02/08/2007 12:00:00 AM,THEFT,False,STREET,41.795197252,-87.58650401,2007,2,0
10/20/2006 10:40:00 AM,ASSAULT,False,APARTMENT,41.959389759,-87.702521673,2006,10,10
07/12/2006 08:30:00 PM,THEFT,True,SMALL RETAIL STORE,41.924224899,-87.639638995,2006,7,20
01/06/2007 04:36:00 AM,BATTERY,False,STREET,41.88107271,-87.696642296,2007,1,4
10/22/2006 08:30:00 AM,THEFT,False,PARKING LOT/GARAGE(NON.RESID.),41.799808989,-87.723350952,2006,10,8
05/23/2006 03:30:00 PM,THEFT,False,CONSTRUCTION SITE,41.854963672,-87.627133239,2006,5,15
12/13/2006 10:31:40 AM,CRIMINAL TRESPASS,False,"SCHOOL, PUBLIC, GROUNDS",41.756321504,-87.579756798,2006,12,10
06/07/2006 10:40:00 AM,CRIMINAL TRESPASS,True,PARKING LOT/GARAGE(NON.RESID.),41.976290414,-87.905227221,2006,6,10
12/13/2006 01:45:00 PM,CRIMINAL DAMAGE,False,OTHER,41.814407563,-87.60667312,2006,12,13
02/02/2007 02:30:00 PM,THEFT,True,GROCERY FOOD STORE,41.707062135,-87.631482564,2007,2,14
04/27/2006 05:45:00 PM,OTHER OFFENSE,False,APARTMENT,41.977281854,-87.836609734,2006,4,17
10/24/2006 01:13:19 PM,WEAPONS VIOLATION,True,STREET,41.716799821,-87.559795071,2006,10,13
10/16/2006 06:28:00 AM,NARCOTICS,True,CHA PARKING LOT/GROUNDS,41.844112707,-87.628445336,2006,10,6
08/05/2006 03:00:00 PM,BATTERY,False,APARTMENT,41.893281677,-87.627596446,2006,8,15
08/07/2006 06:41:30 PM,BATTERY,False,SIDEWALK,41.997641144,-87.695069626,2006,8,18
10/17/2006 11:00:00 AM,SEX OFFENSE,True,"SCHOOL, PUBLIC, BUILDING",41.964744922,-87.714849143,2006,10,11
03/02/2007 04:30:00 AM,OTHER OFFENSE,False,HOSPITAL BUILDING/GROUNDS,41.894544296,-87.622745318,2007,3,4
01/14/2007 12:00:00 PM,ASSAULT,False,STREET,41.725945682,-87.649670489,2007,1,12
12/21/2006 12:00:00 AM,THEFT,False,STREET,41.988127139,-87.658153681,2006,12,0
06/01/2006 03:03:14 PM,ROBBERY,True,GAS STATION,41.707726164,-87.55965482,2006,6,15
02/21/2007 09:05:00 PM,ROBBERY,False,STREET,41.875323928,-87.631719215,2007,2,21
02/09/2007 10:00:00 PM,THEFT,False,STREET,41.782614469,-87.660644053,2007,2,22
08/16/2006 08:00:00 AM,THEFT,False,OTHER,41.952758475,-87.746261068,2006,8,8
10/22/2006 08:28:19 PM,NARCOTICS,True,SIDEWALK,41.991261699,-87.711211984,2006,10,20
08/22/2006 11:22:00 AM,THEFT,False,RESIDENCE,41.861451102,-87.624018583,2006,8,11
04/27/2006 07:15:00 AM,THEFT,False,STREET,41.695923948,-87.613460496,2006,4,7
06/23/2006 08:50:00 PM,DECEPTIVE PRACTICE,False,PARKING LOT/GARAGE(NON.RESID.),41.684992237,-87.620779831,2006,6,20
02/02/2007 01:40:00 PM,THEFT,False,STREET,41.909862395,-87.728079543,2007,2,13
09/28/2006 08:10:00 AM,NARCOTICS,True,SIDEWALK,41.879221392,-87.699311888,2006,9,8
12/01/2006 08:30:00 AM,THEFT,False,OTHER,41.88058568,-87.640023065,2006,12,8
05/20/2006 03:00:00 AM,THEFT,False,OTHER,41.743435624,-87.641035132,2006,5,3
06/28/2006 08:22:00 PM,CRIMINAL TRESPASS,True,PARKING LOT/GARAGE(NON.RESID.),41.886910329,-87.668185034,2006,6,20
07/21/2006 09:00:00 AM,BURGLARY,False,RESIDENCE,41.776071853,-87.587697466,2006,7,9
11/01/2006 12:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.904382969,-87.732414584,2006,11,12
12/24/2006 12:38:24 AM,BATTERY,True,RESIDENCE,41.912887914,-87.688504318,2006,12,0
12/25/2006 02:48:00 AM,OTHER OFFENSE,True,RESIDENCE,41.919216226,-87.707874168,2006,12,2
07/27/2006 09:15:00 AM,BATTERY,True,STREET,41.807898548,-87.690530276,2006,7,9
09/21/2006 01:25:00 PM,NARCOTICS,True,CHA HALLWAY/STAIRWELL/ELEVATOR,41.829879483,-87.612291851,2006,9,13
02/01/2007 09:20:00 PM,PROSTITUTION,True,STREET,41.880658696,-87.731311277,2007,2,21
05/08/2006 09:30:00 PM,CRIMINAL TRESPASS,False,PARKING LOT/GARAGE(NON.RESID.),41.937770803,-87.676576961,2006,5,21
04/22/2006 11:00:00 PM,OTHER OFFENSE,False,RESIDENCE,41.961403856,-87.682823801,2006,4,23
08/31/2006 02:15:00 PM,OTHER OFFENSE,True,STREET,41.951797683,-87.74727349,2006,8,14
07/17/2006 10:00:00 AM,OTHER OFFENSE,False,APARTMENT,41.767113236,-87.612877811,2006,7,10
10/19/2006 01:30:00 PM,NARCOTICS,True,SIDEWALK,41.751249367,-87.607356573,2006,10,13
02/23/2007 04:55:32 PM,NARCOTICS,True,ALLEY,41.874804639,-87.758515459,2007,2,16
02/12/2007 11:00:00 AM,THEFT,False,RESIDENCE,41.782827243,-87.622157907,2007,2,11
01/23/2007 02:06:06 PM,BATTERY,True,APARTMENT,41.894993069,-87.746918939,2007,1,14
08/21/2006 03:55:00 PM,OTHER OFFENSE,False,RESIDENCE,41.852120191,-87.679432272,2006,8,15
09/02/2006 10:45:00 AM,THEFT,False,STREET,41.702948121,-87.618527246,2006,9,10
04/15/2006 12:32:00 AM,ASSAULT,False,SIDEWALK,41.725647032,-87.631991008,2006,4,0
10/09/2006 09:00:00 AM,THEFT,False,HOSPITAL BUILDING/GROUNDS,41.936335635,-87.650710119,2006,10,9
05/08/2006 01:35:00 AM,BATTERY,False,STREET,41.992006938,-87.781843392,2006,5,1
06/16/2006 05:00:00 PM,DECEPTIVE PRACTICE,False,RESIDENCE,41.931293955,-87.691534616,2006,6,17
12/22/2006 10:00:00 PM,BATTERY,False,APARTMENT,41.92325338,-87.703928675,2006,12,22
07/16/2006 10:00:00 PM,OTHER OFFENSE,False,STREET,41.709151595,-87.538905259,2006,7,22
12/21/2006 02:30:00 PM,CRIMINAL DAMAGE,False,STREET,41.807639538,-87.662509729,2006,12,14
10/25/2006 07:30:00 PM,CRIMINAL DAMAGE,False,STREET,41.680279417,-87.66025395,2006,10,19
11/20/2006 03:18:03 AM,CRIMINAL DAMAGE,False,STREET,41.969072326,-87.715829546,2006,11,3
06/30/2006 01:00:00 AM,THEFT,False,HOTEL/MOTEL,41.899552895,-87.624137033,2006,6,1
08/21/2006 06:30:00 PM,CRIMINAL DAMAGE,False,STREET,41.935899653,-87.680980781,2006,8,18
05/09/2006 10:10:00 PM,PUBLIC PEACE VIOLATION,True,SIDEWALK,41.847120382,-87.707552924,2006,5,22
02/13/2007 06:30:00 PM,OTHER OFFENSE,False,RESIDENCE,41.749448372,-87.560132499,2007,2,18
07/31/2006 04:00:00 PM,BURGLARY,False,RESIDENCE,41.892860307,-87.770962418,2006,7,16
01/25/2007 07:45:00 PM,ASSAULT,False,RESIDENCE,41.697312201,-87.614715613,2007,1,19
12/05/2006 08:10:00 PM,BURGLARY,False,SMALL RETAIL STORE,41.924250294,-87.745489919,2006,12,20
01/01/2007 02:00:00 PM,THEFT,False,RESIDENCE,41.709087737,-87.532866866,2007,1,14
01/08/2007 08:41:49 AM,ASSAULT,False,SIDEWALK,41.921870369,-87.645113757,2007,1,8
06/03/2006 06:00:00 PM,OTHER OFFENSE,False,RESIDENCE,41.792653331,-87.766496233,2006,6,18
01/18/2007 03:00:00 PM,BATTERY,False,SIDEWALK,41.797183754,-87.651312333,2007,1,15
10/04/2006 07:45:00 AM,MOTOR VEHICLE THEFT,False,PARKING LOT/GARAGE(NON.RESID.),41.806084616,-87.703917769,2006,10,7
10/16/2006 08:30:00 PM,CRIMINAL TRESPASS,True,RESTAURANT,41.766056625,-87.577835759,2006,10,20
01/07/2007 01:10:00 PM,THEFT,True,DEPARTMENT STORE,41.781954133,-87.683713146,2007,1,13
07/19/2006 04:20:00 PM,CRIMINAL DAMAGE,False,APARTMENT,41.781858157,-87.688597868,2006,7,16
06/19/2006 12:00:00 PM,DECEPTIVE PRACTICE,False,BANK,41.773109884,-87.586294711,2006,6,12
10/03/2006 03:00:00 PM,THEFT,False,STREET,41.719619608,-87.614086191,2006,10,15
07/31/2006 08:00:00 AM,THEFT,False,RESIDENTIAL YARD (FRONT/BACK),41.771168818,-87.684643134,2006,7,8
06/08/2006 02:15:00 PM,CRIMINAL DAMAGE,False,STREET,41.745319139,-87.573436144,2006,6,14
07/17/2006 01:00:00 AM,BATTERY,False,STREET,41.878854177,-87.726844673,2006,7,1
10/18/2006 07:13:44 PM,THEFT,False,DEPARTMENT STORE,41.729618252,-87.551244573,2006,10,19
10/31/2006 08:00:00 PM,OTHER OFFENSE,False,RESIDENCE,41.884690187,-87.742977239,2006,10,20
02/20/2007 12:00:00 PM,THEFT,False,STREET,41.7854419,-87.700885695,2007,2,12
06/03/2006 12:30:00 PM,THEFT,False,STREET,41.814404531,-87.600580058,2006,6,12
05/05/2006 05:10:00 PM,OTHER OFFENSE,False,RESIDENCE,41.750898156,-87.578409321,2006,5,17
02/21/2007 08:15:00 AM,PROSTITUTION,True,STREET,41.779380382,-87.66938174,2007,2,8
11/28/2006 10:20:00 PM,CRIMINAL TRESPASS,True,OTHER,41.789092949,-87.707105531,2006,11,22
09/07/2006 10:00:00 PM,THEFT,False,STREET,41.890045435,-87.651541072,2006,9,22
08/03/2006 09:05:00 AM,NARCOTICS,True,STREET,41.867101385,-87.723376202,2006,8,9
10/20/2006 09:15:00 PM,CRIMINAL TRESPASS,True,CHA HALLWAY/STAIRWELL/ELEVATOR,41.89652481,-87.639211587,2006,10,21
05/04/2006 02:30:49 PM,GAMBLING,True,SIDEWALK,41.892385108,-87.705227146,2006,5,14
10/31/2006 11:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.673591583,-87.627340435,2006,10,23
05/24/2006 11:31:00 AM,NARCOTICS,True,CHA PARKING LOT/GROUNDS,41.828695766,-87.613016949,2006,5,11
06/10/2006 12:23:39 AM,ROBBERY,False,STREET,41.99766015,-87.694046717,2006,6,0
05/17/2006 01:00:00 PM,OTHER OFFENSE,True,APARTMENT,41.863375747,-87.656457451,2006,5,13
07/04/2006 10:36:04 PM,NARCOTICS,True,ALLEY,41.758965884,-87.568374839,2006,7,22
09/01/2006 07:15:00 PM,MOTOR VEHICLE THEFT,False,PARKING LOT/GARAGE(NON.RESID.),41.873368445,-87.705905376,2006,9,19
07/03/2006 09:00:00 PM,THEFT,False,RESIDENCE,41.779907312,-87.699510196,2006,7,21
08/09/2006 11:48:44 PM,NARCOTICS,True,STREET,41.968574254,-87.654815409,2006,8,23
11/22/2006 04:45:00 PM,THEFT,False,SIDEWALK,41.866341647,-87.711176328,2006,11,16
01/22/2007 03:20:00 AM,BATTERY,False,STREET,41.7732315,-87.685920111,2007,1,3
11/05/2006 09:00:00 PM,THEFT,False,ALLEY,41.680758108,-87.621727083,2006,11,21
07/30/2006 02:00:02 AM,NARCOTICS,True,STREET,41.890024519,-87.758570007,2006,7,2
02/15/2007 06:25:00 PM,BATTERY,False,RESIDENCE,41.702771698,-87.562369146,2007,2,18
08/06/2006 08:05:00 AM,THEFT,False,PARK PROPERTY,41.835542184,-87.608136759,2006,8,8
01/06/2007 08:30:00 PM,NARCOTICS,True,ALLEY,41.758417326,-87.566361864,2007,1,20
02/03/2007 11:50:00 PM,ASSAULT,False,APARTMENT,41.698889033,-87.629158341,2007,2,23
06/15/2006 08:33:42 PM,BATTERY,False,SIDEWALK,41.858489603,-87.71766176,2006,6,20
08/26/2006 09:06:00 PM,ASSAULT,True,SIDEWALK,41.972309656,-87.656301878,2006,8,21
01/12/2007 11:30:00 AM,THEFT,False,RESIDENCE,41.709842456,-87.650207377,2007,1,11
08/08/2006 04:00:00 PM,NARCOTICS,True,SIDEWALK,41.65456872,-87.60853111,2006,8,16
01/26/2007 07:20:00 PM,NARCOTICS,True,ALLEY,41.801173,-87.642885948,2007,1,19
02/15/2007 01:30:00 PM,BATTERY,False,STREET,41.930773699,-87.734937899,2007,2,13
03/02/2007 05:00:00 PM,THEFT,False,STREET,41.925042971,-87.75732244,2007,3,17
06/07/2006 08:30:00 PM,PROSTITUTION,True,STREET,41.880683069,-87.729159181,2006,6,20
02/02/2007 09:22:11 PM,NARCOTICS,True,SIDEWALK,41.887445008,-87.712205574,2007,2,21
09/07/2006 11:00:00 AM,THEFT,False,STREET,41.686867374,-87.620901922,2006,9,11
11/04/2006 05:20:00 AM,ROBBERY,False,STREET,41.76921192,-87.56985139,2006,11,5
07/26/2006 11:00:00 PM,CRIMINAL DAMAGE,False,STREET,41.899786069,-87.734984862,2006,7,23
05/02/2006 11:00:00 PM,BATTERY,False,RESIDENCE,41.753633305,-87.552001253,2006,5,23
09/07/2006 07:20:00 AM,ASSAULT,False,RESIDENCE,41.757220958,-87.646637498,2006,9,7
07/31/2006 08:30:00 PM,ROBBERY,False,STREET,41.736391348,-87.590556473,2006,7,20
01/01/2007 12:04:18 AM,WEAPONS VIOLATION,True,ALLEY,41.8120408,-87.68633279,2007,1,0
10/01/2006 12:30:00 PM,THEFT,False,STREET,41.860647709,-87.695736319,2006,10,12
02/10/2007 09:05:36 AM,BATTERY,False,RESIDENCE,41.870970438,-87.7044859,2007,2,9
06/02/2006 10:35:00 AM,BATTERY,True,AIRPORT/AIRCRAFT,41.788492935,-87.7414552,2006,6,10
01/17/2007 12:00:00 AM,OTHER OFFENSE,False,RESIDENCE,41.803166983,-87.714439607,2007,1,0
08/06/2006 07:26:21 PM,NARCOTICS,True,CHA PARKING LOT/GROUNDS,41.836729527,-87.648676176,2006,8,19
12/02/2006 10:00:00 PM,OTHER OFFENSE,False,RESIDENCE,41.931505595,-87.64195991,2006,12,22
07/19/2006 02:50:00 PM,BATTERY,False,RESIDENCE,41.750465378,-87.602733243,2006,7,14
11/10/2006 04:15:00 PM,ROBBERY,False,STREET,41.721228186,-87.661768199,2006,11,16
08/21/2006 04:50:00 PM,CRIMINAL DAMAGE,False,APARTMENT,41.783490389,-87.700827875,2006,8,16
07/07/2006 09:16:01 PM,BATTERY,False,HOSPITAL BUILDING/GROUNDS,41.907420613,-87.685925328,2006,7,21
12/10/2006 10:31:37 AM,CRIMINAL TRESPASS,True,CHA APARTMENT,41.812575546,-87.609899856,2006,12,10
10/29/2006 02:10:00 AM,ASSAULT,True,GAS STATION,41.866604054,-87.686645691,2006,10,2
07/23/2006 07:00:00 PM,CRIMINAL DAMAGE,False,STREET,42.002956697,-87.672290402,2006,7,19
10/01/2006 09:04:00 PM,ROBBERY,False,STREET,41.68613287,-87.642184302,2006,10,21
08/04/2006 09:00:00 PM,CRIMINAL DAMAGE,False,RESIDENCE,41.794311494,-87.777857269,2006,8,21
08/28/2006 08:30:00 AM,BATTERY,True,RESIDENCE,41.904227601,-87.63780571,2006,8,8
09/23/2006 09:30:00 AM,CRIMINAL DAMAGE,False,OTHER,41.908241745,-87.710343499,2006,9,9
04/19/2006 08:45:00 PM,CRIMINAL DAMAGE,False,APARTMENT,41.961291274,-87.692079327,2006,4,20
11/16/2006 11:28:00 AM,INTIMIDATION,False,OTHER,41.751432342,-87.646490307,2006,11,11
10/08/2006 05:15:14 PM,THEFT,True,DEPARTMENT STORE,41.810676762,-87.675199089,2006,10,17
12/14/2006 02:30:00 AM,PROSTITUTION,True,STREET,41.757600711,-87.557546054,2006,12,2
10/29/2006 05:00:00 PM,DECEPTIVE PRACTICE,False,PARKING LOT/GARAGE(NON.RESID.),41.945238279,-87.712670479,2006,10,17
12/17/2006 01:40:00 PM,ROBBERY,False,GROCERY FOOD STORE,41.895447565,-87.717876243,2006,12,13
10/17/2006 08:00:00 AM,THEFT,False,"SCHOOL, PUBLIC, BUILDING",41.823492495,-87.692175734,2006,10,8
02/02/2007 06:00:00 AM,OTHER OFFENSE,False,RESIDENCE,41.89391147,-87.689962376,2007,2,6
01/09/2007 10:00:00 AM,OTHER OFFENSE,False,RESIDENCE,41.858255575,-87.723691532,2007,1,10
09/29/2006 09:00:00 AM,THEFT,False,STREET,41.787809758,-87.595866792,2006,9,9
06/22/2006 11:45:00 AM,BATTERY,False,RESIDENCE,41.681597633,-87.629262697,2006,6,11
07/05/2006 02:30:00 PM,BATTERY,False,STREET,41.932834759,-87.716300483,2006,7,14
05/23/2006 04:00:00 PM,THEFT,False,SMALL RETAIL STORE,41.961387612,-87.654887983,2006,5,16
11/20/2006 02:30:00 PM,BATTERY,False,STREET,41.745570471,-87.726426049,2006,11,14
03/10/2007 01:36:41 PM,CRIMINAL TRESPASS,False,RESIDENCE,41.710832162,-87.568176676,2007,3,13
10/20/2006 11:40:00 AM,SEX OFFENSE,True,STREET,41.894008139,-87.751284,2006,10,11
04/23/2006 10:00:00 PM,CRIMINAL DAMAGE,False,VEHICLE NON-COMMERCIAL,41.950179141,-87.742027794,2006,4,22
09/12/2006 07:31:45 PM,LIQUOR LAW VIOLATION,True,SIDEWALK,41.87178116,-87.713789176,2006,9,19
05/01/2006 06:51:23 PM,CRIMINAL DAMAGE,False,RESIDENCE PORCH/HALLWAY,41.791487609,-87.658450081,2006,5,18
09/30/2006 12:30:00 PM,THEFT,False,DEPARTMENT STORE,41.808052976,-87.674675749,2006,9,12
11/10/2006 05:45:00 AM,THEFT,False,OTHER,41.817733722,-87.600641158,2006,11,5
01/13/2007 03:00:00 AM,CRIMINAL TRESPASS,True,CTA PLATFORM,41.967538619,-87.713340244,2007,1,3
05/13/2006 02:00:00 PM,OTHER OFFENSE,False,APARTMENT,41.746686325,-87.601416572,2006,5,14
08/22/2006 11:00:00 AM,BURGLARY,False,RESIDENCE,41.885413115,-87.704931873,2006,8,11
10/09/2006 11:00:00 AM,BATTERY,False,RESIDENCE,41.728252772,-87.642183627,2006,10,11
01/16/2007 06:46:00 PM,LIQUOR LAW VIOLATION,True,CONVENIENCE STORE,41.747682356,-87.65366146,2007,1,18
05/13/2006 09:40:00 PM,PROSTITUTION,True,STREET,41.968529752,-87.698860976,2006,5,21
05/23/2006 12:00:00 PM,THEFT,False,STREET,41.885419558,-87.704604966,2006,5,12
09/05/2006 12:00:00 PM,THEFT,True,DEPARTMENT STORE,41.915729613,-87.746056778,2006,9,12
03/02/2007 09:40:00 PM,NARCOTICS,True,SIDEWALK,42.01034291,-87.66592922,2007,3,21
11/13/2006 10:24:27 PM,NARCOTICS,True,PARKING LOT/GARAGE(NON.RESID.),41.89073676,-87.706403868,2006,11,22
05/22/2006 12:00:00 AM,SEX OFFENSE,False,HOSPITAL BUILDING/GROUNDS,41.903077492,-87.683673325,2006,5,0
11/13/2006 06:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.691965938,-87.613350851,2006,11,6
06/10/2006 10:00:00 PM,BURGLARY,False,RESIDENCE,41.862942142,-87.707251827,2006,6,22
10/08/2006 09:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.827819073,-87.676432476,2006,10,21
06/28/2006 12:01:00 AM,CRIM SEXUAL ASSAULT,False,DAY CARE CENTER,41.876140547,-87.714070199,2006,6,0
03/10/2007 07:48:00 PM,CRIMINAL DAMAGE,True,RESIDENCE,41.942372524,-87.755093415,2007,3,19
11/08/2006 07:50:26 PM,ASSAULT,True,STREET,41.712723917,-87.657154018,2006,11,19
06/21/2006 12:34:00 AM,ASSAULT,True,STREET,41.764142431,-87.689347071,2006,6,0
03/10/2007 10:00:00 PM,THEFT,False,STREET,41.885535116,-87.654989672,2007,3,22
08/03/2006 03:32:00 PM,OFFENSE INVOLVING CHILDREN,True,APARTMENT,41.970912695,-87.708545414,2006,8,15
04/27/2006 03:20:00 PM,THEFT,False,"SCHOOL, PUBLIC, BUILDING",41.684569436,-87.616779421,2006,4,15
08/24/2006 08:50:00 AM,ASSAULT,False,APARTMENT,41.97530617,-87.65348991,2006,8,8
09/10/2006 03:50:00 PM,BATTERY,False,"SCHOOL, PUBLIC, GROUNDS",41.802804679,-87.722633017,2006,9,15
09/06/2006 08:00:00 PM,CRIMINAL DAMAGE,False,STREET,41.788908174,-87.703425778,2006,9,20
06/14/2006 10:00:00 AM,THEFT,False,STREET,41.882279347,-87.649714088,2006,6,10
07/10/2006 02:40:00 PM,NARCOTICS,True,SIDEWALK,41.935688589,-87.706643738,2006,7,14
11/27/2006 02:30:00 PM,ASSAULT,True,"SCHOOL, PUBLIC, BUILDING",41.906507267,-87.76702211,2006,11,14
12/12/2006 01:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.779601956,-87.655165014,2006,12,1
10/19/2006 11:00:00 AM,BATTERY,False,OTHER,41.792336421,-87.780301932,2006,10,11
12/01/2006 08:30:00 PM,NARCOTICS,True,SIDEWALK,41.913278913,-87.694632278,2006,12,20
02/19/2007 04:10:00 PM,BATTERY,False,SIDEWALK,41.691001339,-87.700801102,2007,2,16
09/08/2006 03:30:00 AM,THEFT,False,HOSPITAL BUILDING/GROUNDS,41.934659486,-87.639360546,2006,9,3
03/03/2007 03:00:00 PM,OFFENSE INVOLVING CHILDREN,False,RESIDENCE,41.721760841,-87.560915075,2007,3,15
07/04/2006 08:05:00 PM,BURGLARY,True,RESIDENCE,42.004416514,-87.671322369,2006,7,20
09/25/2006 10:00:00 PM,THEFT,False,RESIDENCE PORCH/HALLWAY,41.728270073,-87.549125152,2006,9,22
11/02/2006 05:39:50 PM,NARCOTICS,True,RESIDENCE-GARAGE,41.764805309,-87.634654733,2006,11,17
02/24/2007 07:45:00 AM,CRIMINAL DAMAGE,False,RESIDENCE,41.762467977,-87.642960167,2007,2,7
12/21/2006 06:45:00 PM,ROBBERY,False,RESIDENCE PORCH/HALLWAY,41.896472326,-87.643252484,2006,12,18
11/09/2006 10:00:00 PM,CRIMINAL DAMAGE,False,APARTMENT,41.895985801,-87.632697853,2006,11,22
12/06/2006 05:20:00 PM,CRIMINAL TRESPASS,True,CHA PARKING LOT/GROUNDS,41.837566517,-87.647294804,2006,12,17
11/15/2006 07:00:00 PM,MOTOR VEHICLE THEFT,False,STREET,41.805894198,-87.673410446,2006,11,19
07/15/2006 04:30:00 PM,THEFT,False,SIDEWALK,41.883527335,-87.725750205,2006,7,16
01/21/2007 04:00:00 PM,BURGLARY,False,APARTMENT,41.706206774,-87.627144867,2007,1,16
06/11/2006 02:25:00 PM,BATTERY,False,RESIDENCE,41.811380095,-87.694295688,2006,6,14
07/13/2006 02:45:00 PM,THEFT,False,STREET,41.916615801,-87.693136681,2006,7,14
11/25/2006 03:30:33 AM,ARSON,False,RESIDENCE-GARAGE,41.993066791,-87.694615044,2006,11,3
08/18/2006 10:00:00 PM,THEFT,False,VEHICLE NON-COMMERCIAL,41.92284548,-87.798882982,2006,8,22
06/07/2006 12:30:00 AM,CRIMINAL DAMAGE,False,CHA APARTMENT,41.878306464,-87.699611019,2006,6,0
08/08/2006 09:15:00 AM,NARCOTICS,True,CHA PARKING LOT/GROUNDS,41.844112707,-87.628445336,2006,8,9
08/12/2006 10:00:00 PM,CRIMINAL DAMAGE,False,RESIDENCE-GARAGE,41.688285799,-87.637409075,2006,8,22
05/06/2006 12:33:36 AM,ASSAULT,True,RESIDENCE,41.878405586,-87.760260438,2006,5,0
05/09/2006 10:00:00 AM,CRIMINAL DAMAGE,False,OTHER,41.806989137,-87.72355794,2006,5,10
05/02/2006 12:08:00 AM,CRIMINAL DAMAGE,False,RESIDENCE,41.886788369,-87.729035555,2006,5,0
05/03/2006 02:00:00 PM,MOTOR VEHICLE THEFT,True,STREET,41.674309036,-87.621746879,2006,5,14
05/21/2006 01:00:00 AM,CRIMINAL DAMAGE,False,RESIDENCE,41.892667777,-87.616210158,2006,5,1
10/31/2006 04:00:00 PM,DECEPTIVE PRACTICE,False,COLLEGE/UNIVERSITY GROUNDS,41.802059617,-87.591845075,2006,10,16
05/23/2006 10:10:00 AM,BURGLARY,False,RESIDENCE,41.929613361,-87.654592695,2006,5,10
01/17/2007 11:35:00 AM,DECEPTIVE PRACTICE,False,RESIDENCE,41.942514896,-87.78985669,2007,1,11
04/30/2006 02:15:00 PM,THEFT,False,SMALL RETAIL STORE,41.807906257,-87.664953478,2006,4,14
08/11/2006 12:30:00 AM,CRIMINAL DAMAGE,False,STREET,41.990909463,-87.694544651,2006,8,0
11/18/2006 06:00:00 PM,BURGLARY,False,RESIDENCE,41.833210518,-87.686402179,2006,11,18
04/17/2006 06:00:00 PM,THEFT,False,PARKING LOT/GARAGE(NON.RESID.),41.979185422,-87.668303194,2006,4,18
12/15/2006 02:36:20 PM,NARCOTICS,True,SIDEWALK,42.004893586,-87.660864649,2006,12,14
07/25/2006 09:00:00 AM,CRIMINAL DAMAGE,False,SIDEWALK,41.908926134,-87.697026866,2006,7,9
02/11/2007 03:54:00 AM,BATTERY,False,STREET,41.917895515,-87.687417767,2007,2,3
09/18/2006 01:45:00 PM,CRIMINAL TRESPASS,False,"SCHOOL, PUBLIC, BUILDING",41.914691083,-87.700379148,2006,9,13
06/01/2006 09:45:00 AM,PUBLIC PEACE VIOLATION,False,"SCHOOL, PUBLIC, BUILDING",41.791202978,-87.671793655,2006,6,9
05/25/2006 10:00:00 PM,BATTERY,True,STREET,41.969784341,-87.753433507,2006,5,22
11/07/2006 02:00:00 PM,THEFT,False,FACTORY/MANUFACTURING BUILDING,41.714774607,-87.603870117,2006,11,14
07/23/2006 05:10:00 AM,BATTERY,False,APARTMENT,41.835700727,-87.654738229,2006,7,5
01/25/2007 10:40:00 AM,OTHER OFFENSE,False,COMMERCIAL / BUSINESS OFFICE,41.901487821,-87.706746857,2007,1,10
03/08/2007 11:00:00 PM,ASSAULT,False,RESIDENCE,41.683938734,-87.673698961,2007,3,23
11/03/2006 11:40:20 PM,NARCOTICS,True,STREET,41.866229446,-87.720935733,2006,11,23
08/11/2006 12:00:00 AM,MOTOR VEHICLE THEFT,False,STREET,41.909858251,-87.781735467,2006,8,0
04/16/2006 05:30:00 PM,CRIMINAL DAMAGE,False,VEHICLE NON-COMMERCIAL,41.922967715,-87.756106455,2006,4,17
09/02/2006 11:55:00 PM,NARCOTICS,True,SIDEWALK,41.777852136,-87.650245012,2006,9,23
